Age,Employment_Status,Employment_Duration,Industry_Sector,Education_Level,Marital_Status,Housing_Status,Years_at_Residence,Number_of_Dependents,City_Region,Annual_Income,Total_Debt,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Score,Credit_History_Length,Number_of_Existing_Loans,Total_Credit_Limit,Credit_Utilization_Rate,Savings_Account_Balance,Checking_Account_Balance,Total_Assets,Net_Worth,Number_of_Late_Payments,Worst_Delinquency_Status,Months_since_Last_Delinquency,Number_of_Credit_Inquiries,Number_of_Open_Credit_Lines,Number_of_Derogatory_Records,Bankruptcy_Flag,Credit_Mix,Loan_Amount_Requested,Loan_Term_Months,Loan_Purpose,Payment_to_Income_Ratio,Collateral_Type,Collateral_Value,Transaction_Amount,Transaction_Frequency,Transaction_Location,Days_since_Last_Transaction,Avg_Probability_of_Default,Avg_Risk_Weighted_Assets,DPD_Trigger_Count,Bankruptcy_Trigger_Flag,Cash_Flow_Volatility,Seasonal_Spending_Pattern,Custom_Risk_Score,Credit_Risk_Score,Default_Flag
47,Employed,5,Education,Graduate,Single,Own,3,1,South,37082,693.3641917845956,0.0186981336439403,0.5208996278517879,300,18,4,500,1.0,23728,10816,285327,284633.6358082154,8,2,33,0,5,0,False,Revolving,19316,48,Debt Consolidation,0.1302249069629469,Vehicle,116635,245,10,West,338,0.1543776559280244,47418,3,False,9558,Medium,329,627.0,False
46,Employed,7,Healthcare,University,Married,Own,9,1,North,42774,86724.0,1.0,0.586173843923879,300,12,3,162390,0.534047663033438,11690,10248,219522,132798.0,6,3,26,0,3,1,False,Revolving,25073,60,Debt Consolidation,0.1172347687847757,None,0,44,7,South,65,0.1527433273291888,79994,2,False,1579,Low,435,494.0,False
36,Employed,8,Tech,Graduate,Married,Rent,9,1,East,44435,36724.0,0.8264656239450884,0.0225047822662315,300,14,0,69873,0.5255821275743134,5887,19479,185873,149149.0,6,2,54,2,1,0,False,Revolving,1000,60,Home Improvement,0.0045009564532463,Vehicle,128442,486,11,West,94,0.0723755090904315,0,2,False,15870,High,383,483.0,False
63,Employed,2,Healthcare,University,Married,Mortgage,1,0,North,56102,4918.0,0.0876617589390752,0.0178246764821218,333,9,4,106296,0.046267027922029,14785,370,143050,138132.0,3,4,26,4,3,0,False,Revolving,1000,36,Debt Consolidation,0.0059415588273739,Real Estate,0,68,14,South,230,0.0582712537525365,30501,1,False,12061,Medium,196,804.0,False
28,Employed,7,Other,High School,Married,Own,1,0,East,47649,10615.0,0.2227748746038741,0.4077105500640097,431,20,0,88749,0.1196069814871153,99796,662,196388,185773.0,3,1,27,0,1,0,False,Revolving,19427,48,Business,0.1019276375160024,None,0,233,14,South,135,0.0651225921097868,47287,0,False,3046,High,169,849.0,False
51,Employed,5,Education,High School,Married,Own,17,3,East,55330,15760.0,0.2848364359298753,0.3576902223025483,303,10,3,24720,0.6375404530744336,6194,18510,85313,69553.0,3,0,27,1,4,0,False,Revolving,19791,12,Other,0.3576902223025483,Real Estate,207401,521,10,East,264,0.1199966922483682,26224,0,False,29400,Low,240,608.0,False
67,Unemployed,15,Education,University,Single,Rent,2,0,East,24701,18232.0,0.7381077689162382,0.7035747540585401,332,13,0,113379,0.1608057929598955,14051,14353,22345,4113.0,3,0,34,0,0,0,False,Mortgage,17379,60,Business,0.140714950811708,None,0,629,18,East,65,0.0676820845745288,41755,0,False,0,Medium,316,644.0,False
24,Employed,2,Tech,University,Married,Rent,3,1,East,61124,106.39664314975126,0.0017406688559281,0.2967901315358942,300,5,2,500,0.2127932862995025,7369,33948,144709,144602.60335685025,3,1,29,1,2,1,False,Installment,18141,24,Other,0.1483950657679471,None,0,329,10,West,324,0.0463314446658295,142644,1,False,2643,Medium,236,832.0,False
61,Employed,24,Tech,Graduate,Married,Rent,5,0,South,90681,50442.0,0.5562576504449664,0.0110276684200659,415,13,2,95389,0.528803111469876,9396,4279,180181,129739.0,3,1,54,1,5,0,False,Installment,1000,36,Other,0.0036758894733553,Real Estate,0,85,5,North,281,0.0834270224578718,111093,3,False,0,Medium,228,773.0,False
75,Employed,6,Finance,University,Married,Own,2,1,South,33525,33972.97304206351,1.0,0.2283668903803132,300,13,0,51238,0.6630425278516631,13187,18341,255247,221274.0269579365,6,3,9,1,2,0,False,Installment,7656,12,Business,0.2283668903803132,None,0,161,11,West,358,0.1584012509025098,20710,1,False,12977,Medium,359,426.0,False
51,Self-Employed,7,Healthcare,University,Married,Own,6,1,East,77695,3580.0,0.04607761117189,0.3939120921552223,429,8,1,125522,0.0285208967352336,25520,3975,0,-3580.0,2,1,58,0,4,0,False,Revolving,30605,24,Home Improvement,0.1969560460776111,Real Estate,92068,14,17,West,191,0.0610747658495487,35287,0,False,4822,Medium,122,850.0,False
37,Employed,0,Other,Others,Single,Own,2,3,East,129708,612.7451806611826,0.0047240353768555,0.1515866407623277,343,4,1,500,1.0,30210,14561,65978,65365.254819338814,1,3,21,0,4,0,True,Revolving,19662,48,Debt Consolidation,0.0378966601905819,None,0,366,11,East,214,0.0975587701343636,106097,4,False,4634,Low,395,671.0,False
67,Employed,3,Finance,Graduate,Married,Mortgage,4,1,East,17493,11790.0,0.6739838792659921,0.2929743325901789,341,24,0,54164,0.2176722546340743,3584,10817,220628,208838.0,5,1,51,1,3,0,False,Revolving,5125,48,Home Improvement,0.0732435831475447,None,0,731,14,North,335,0.1342796491190715,82999,0,False,10816,Low,289,581.0,False
55,Employed,3,Healthcare,University,Married,Own,4,0,North,55616,11532.0,0.2073504027617951,0.1903768699654775,308,12,1,39386,0.2927943939470878,27824,9374,172456,160924.0,5,4,16,2,3,0,False,Revolving,10588,60,Home Improvement,0.0380753739930955,Vehicle,136537,109,11,South,160,0.2760357411878804,44414,2,False,11856,Low,206,707.0,False
41,Self-Employed,0,Tech,University,Single,Rent,9,1,South,66181,4036.0,0.0609842704099363,0.2985600096704492,405,5,3,116778,0.0345613043552723,22684,3532,327831,323795.0,2,1,24,2,9,0,False,Installment,19759,36,Other,0.099520003223483,Real Estate,115693,75,10,South,274,0.1726576429153976,62088,0,False,1256,High,142,850.0,False
27,Unemployed,1,Other,Graduate,Single,Mortgage,11,1,North,52325,1752.0,0.03348303870043,0.3128905876731964,336,6,1,34665,0.050540891389009,24180,2500,242833,241081.0,4,3,42,1,0,0,False,Installment,16372,60,Other,0.0625781175346392,Vehicle,0,219,7,West,254,0.2585249827633251,95652,0,False,6871,Medium,161,822.0,False
49,Unemployed,15,Tech,Others,Married,Rent,6,0,East,18101,5712.0,0.3155626760952433,0.9506657090768466,300,7,3,141851,0.0402676047401851,16213,9545,0,-5712.0,6,3,43,0,2,1,False,Installment,17208,60,Debt Consolidation,0.1901331418153693,Real Estate,0,46,10,West,38,0.0903973388206713,175383,1,False,213,Low,285,693.0,False
69,Employed,2,Tech,University,Married,Own,1,1,South,62420,42418.0,0.6795578340275553,0.6038609420057673,309,10,0,106067,0.3999170335731188,6055,3687,148449,106031.0,6,3,42,0,7,1,False,Revolving,37693,12,Other,0.5,None,0,131,17,West,363,0.2205489397379004,41103,0,False,0,Low,412,620.0,False
32,Self-Employed,1,Education,High School,Married,Own,3,0,South,36739,10451.0,0.2844660986962083,0.3072212090693813,300,2,3,81519,0.1282032409622296,8830,15427,82178,71727.0,5,2,31,1,4,0,False,Installment,11287,36,Debt Consolidation,0.1024070696897937,Vehicle,141861,91,10,South,52,0.1139447018076549,58452,0,True,7466,Medium,263,697.0,False
54,Employed,3,Healthcare,University,Single,Mortgage,4,0,North,79625,16353.840945225362,0.2053857575538507,0.1918869701726844,304,18,0,17232,0.9490390520673956,26067,22860,65283,48929.15905477464,4,2,7,1,3,0,False,Revolving,15279,48,Home Improvement,0.0479717425431711,None,0,107,6,East,121,0.0785520531495615,88884,2,False,11034,Medium,284,683.0,False
37,Employed,0,Finance,Graduate,Single,Own,2,2,East,131805,53.76659551819357,0.0004079253102552,0.1371950988202268,353,11,2,500,0.1075331910363871,1303,5572,86346,86292.23340448181,4,2,6,1,5,1,False,Installment,18083,48,Other,0.0342987747050567,Real Estate,55403,10,16,East,230,0.2463909752742985,38862,4,False,0,Medium,234,850.0,False
20,Employed,3,Education,University,Single,Rent,16,1,North,65226,165.0,0.0025296660840769,0.2035844601845889,357,2,1,29492,0.0055947375559473,1353,9201,221639,221474.0,3,1,24,1,2,2,False,Mortgage,13279,24,Business,0.1017922300922944,Real Estate,13,38,14,North,330,0.1763684056833057,0,1,False,5649,Low,189,850.0,False
54,Employed,4,Healthcare,Graduate,Married,Own,0,0,South,115935,8034.0,0.0692974511579764,0.1847673265191702,473,10,1,28934,0.2776664132162853,28459,2574,0,-8034.0,2,1,13,1,2,0,False,Revolving,21421,12,Business,0.1847673265191702,Real Estate,0,79,8,North,176,0.020593750268403,46503,0,False,0,Low,120,850.0,False
74,Self-Employed,2,Healthcare,University,Single,Own,10,1,East,24210,2729.0,0.1127220156959934,0.5798430400660884,351,17,2,30920,0.0882600258732212,16945,9956,200784,198055.0,4,4,26,1,4,0,False,Installment,14038,60,Other,0.1159686080132176,None,0,45,11,East,264,0.1438177934951645,0,1,False,13191,High,179,752.0,False
57,Employed,7,Healthcare,High School,Married,Mortgage,3,1,South,68331,13742.085748173286,0.2011105610655966,0.1865185640485284,300,29,4,9732,1.0,2952,3987,320633,306890.9142518267,7,1,41,4,5,1,True,Revolving,12745,24,Other,0.0932592820242642,None,0,108,8,North,324,0.121942886455739,66760,0,False,15561,Medium,521,405.0,True
25,Employed,0,Other,High School,Married,Rent,17,2,North,75698,22603.0,0.2985944146476789,0.3365346508494279,300,1,1,44566,0.5071803617107212,1317,6918,297810,275207.0,2,0,33,0,2,1,False,Installment,25475,48,Home Improvement,0.0841336627123569,Real Estate,0,52,12,West,282,0.2185669090725005,0,3,False,10237,Medium,248,727.0,False
57,Employed,10,Education,University,Single,Own,4,2,North,20590,199.0527863847373,0.0096674495572966,0.3644487615347256,300,12,1,500,0.3981055727694745,14572,15800,84306,84106.94721361526,6,3,40,1,4,0,False,Installment,7504,48,Other,0.0911121903836814,Vehicle,133079,10,5,South,109,0.0922668211113902,154588,3,False,2638,Low,240,727.0,False
61,Employed,15,Finance,University,Married,Mortgage,7,0,South,12745,4678.0,0.3670459003530796,1.0,326,9,3,73385,0.0637459971383797,59335,7266,26908,22230.0,4,3,25,2,2,1,False,Revolving,29468,12,Other,0.5,None,0,356,9,South,94,0.2756416599749121,0,1,False,0,Medium,256,716.0,False
73,Self-Employed,0,Education,University,Single,Rent,7,0,South,51274,29400.152497748128,0.5733929964065243,0.1044193938448336,300,19,1,65046,0.4519901684615215,28341,3531,119353,89952.84750225187,4,1,27,2,5,0,False,Revolving,5354,36,Home Improvement,0.0348064646149445,None,0,328,10,East,165,0.1660086880218918,47032,1,False,5790,Medium,307,628.0,False
40,Self-Employed,9,Tech,Graduate,Single,Mortgage,7,0,East,10000,2497.0,0.2497,1.0,300,8,3,17173,0.1454026669772317,18046,10468,202307,199810.0,2,2,52,2,3,0,False,Revolving,24570,48,Home Improvement,0.5,None,0,862,6,South,70,0.0618627311864864,31530,1,False,10929,Medium,181,702.0,False
57,Self-Employed,3,Healthcare,Graduate,Married,Rent,0,1,West,93000,671.0,0.0072150537634408,0.010752688172043,403,9,2,42633,0.0157389815401215,37818,11966,70582,69911.0,2,0,45,2,5,0,False,Revolving,1000,36,Other,0.003584229390681,Real Estate,101061,511,5,East,59,0.1663699086256225,0,0,False,6819,Low,110,850.0,False
28,Employed,3,Tech,Graduate,Single,Rent,5,0,North,40231,9122.0,0.2267405731898287,0.3017822077502423,300,13,1,133799,0.0681768922039776,7831,16052,240707,231585.0,4,2,29,1,2,1,False,Revolving,12141,24,Other,0.1508911038751211,None,0,364,11,West,40,0.0107105096017582,49771,2,False,0,Medium,310,764.0,False
63,Employed,1,Education,University,Married,Rent,13,0,West,73444,16592.0,0.2259136212624584,0.0769429769620391,351,19,1,93380,0.1776825872777896,16924,11156,0,-16592.0,3,2,5,1,5,1,False,Mortgage,5651,36,Business,0.0256476589873463,None,0,128,9,West,104,0.2416124771510153,0,1,False,1044,Medium,185,829.0,False
25,Employed,2,Finance,University,Single,Own,11,1,East,79972,22439.22785678114,0.2805885542037356,0.1009853448707047,300,8,0,43799,0.5123228351510569,53931,43549,326511,304071.77214321884,5,1,1,1,3,1,False,Revolving,8076,24,Home Improvement,0.0504926724353523,None,0,386,9,East,328,0.0320965935289761,32425,3,False,0,Low,390,735.0,False
46,Unemployed,15,Tech,Graduate,Single,Own,14,1,South,59056,8965.799398295021,0.1518186026533294,0.2408392034678949,300,7,0,75838,0.1182230464713602,7243,155,0,-8965.799398295021,3,4,51,1,2,1,False,Installment,14223,24,Business,0.1204196017339474,Vehicle,78398,52,10,North,176,0.1207298578930341,56577,0,False,5301,Medium,201,791.0,False
47,Unemployed,1,Tech,Others,Married,Rent,3,0,West,12533,465.6742887655327,0.037155851652879,1.0,300,12,1,500,0.9313485775310654,3383,10359,55749,55283.32571123447,6,3,52,1,0,1,False,Mortgage,13482,36,Debt Consolidation,0.3585733663129338,None,0,45,7,West,129,0.0875696988451197,26645,2,False,2524,Low,382,658.0,False
73,Self-Employed,0,Other,Graduate,Single,Own,3,2,East,11357,176.08965712579757,0.0155049447147836,1.0,300,18,4,500,0.3521793142515951,22258,945,298609,298432.9103428742,7,1,11,2,3,0,False,Installment,11911,24,Debt Consolidation,0.5,None,0,495,16,West,191,0.163779093310833,110334,2,False,2712,Low,256,706.0,False
27,Employed,1,Education,Graduate,Single,Rent,9,1,North,61186,54496.0,0.8906612623802831,0.0163436080149053,300,9,1,41435,1.0,23355,21258,0,-54496.0,5,1,24,0,1,1,False,Revolving,1000,36,Home Improvement,0.0054478693383017,None,0,280,7,West,310,0.0035390882760143,17615,7,False,0,High,549,514.0,False
56,Employed,4,Tech,University,Married,Mortgage,2,0,South,10414,35858.0,1.0,0.2015555982331477,300,13,4,148715,0.2411189187371818,8872,678,313857,277999.0,3,3,39,1,5,0,False,Revolving,2099,36,Other,0.0671851994110492,None,0,10,3,North,283,0.1696424621846696,32529,2,False,7233,Medium,406,507.0,False
45,Employed,13,Education,High School,Married,Rent,8,2,East,27818,10696.0,0.3844992450931052,1.0,300,8,2,68932,0.1551674113619219,1225,71420,55390,44694.0,5,3,18,1,4,0,False,Installment,39116,24,Other,0.5,Real Estate,115104,114,17,North,224,0.124750933100653,42510,2,False,1935,Low,279,682.0,False
66,Unemployed,4,Finance,Others,Married,Mortgage,4,1,East,40147,4657.0,0.1159987047600069,0.4512167783396019,363,11,0,203954,0.0228335801210076,18341,15772,0,-4657.0,4,3,20,1,4,0,False,Revolving,18115,24,Other,0.2256083891698009,Real Estate,152623,214,6,South,240,0.0482932248230175,127648,0,False,10456,Medium,150,793.0,False
53,Self-Employed,1,Tech,University,Married,Own,1,0,East,10000,6114.823816620755,0.6114823816620755,1.0,300,13,4,13639,0.4483337353633517,929,48090,123789,117674.17618337924,4,2,49,0,4,0,False,Revolving,17993,12,Business,0.5,Real Estate,161818,56,13,South,3,0.086201175755602,99801,3,False,0,Medium,371,598.0,False
30,Unemployed,2,Finance,Graduate,Married,Rent,6,1,West,77235,15186.0,0.1966207030491357,0.0915388101249433,370,8,2,46766,0.3247230894239404,5892,18790,212652,197466.0,3,1,27,2,6,1,False,Mortgage,7070,36,Other,0.0305129367083144,None,0,140,8,North,5,0.0744350579969898,106945,3,False,11025,Low,303,798.0,False
49,Self-Employed,2,Tech,High School,Single,Mortgage,2,0,South,52686,117.26683216716825,0.002225768366685,0.3351174885168735,300,9,0,500,0.2345336643343364,2669,2723,0,-117.26683216716825,5,2,1,0,1,2,False,Installment,17656,36,Debt Consolidation,0.1117058295056245,None,0,125,9,East,169,0.4282005292196936,55045,5,False,11503,Medium,423,758.0,False
53,Employed,0,Healthcare,Others,Single,Rent,6,2,East,100350,587.3140692826928,0.0058526563954428,0.0847932237169905,315,14,2,500,1.0,2346,2045,0,-587.3140692826928,4,4,19,1,5,1,False,Revolving,8509,60,Business,0.0169586447433981,Vehicle,49899,616,7,East,35,0.0802982517989696,62706,3,False,6476,Medium,295,774.0,False
54,Employed,3,Other,High School,Married,Rent,5,0,South,124585,437.9222139844564,0.0035150476701405,0.0278444435525946,341,7,2,500,0.8758444279689128,852,2672,0,-437.9222139844564,1,2,49,4,6,0,False,Revolving,3469,36,Other,0.0092814811841982,Vehicle,173215,23,5,West,243,0.1468290570098665,135777,2,False,7412,Low,171,850.0,False
43,Employed,0,Other,High School,Married,Mortgage,7,1,North,16341,10424.0,0.6379046569977358,1.0,300,9,4,103623,0.1005954276560223,26579,2696,97874,87450.0,3,1,54,2,3,0,False,Revolving,18307,36,Debt Consolidation,0.3734369581624951,None,0,86,8,North,66,0.2158570946055195,56290,2,False,19995,Low,276,567.0,False
39,Employed,9,Other,Graduate,Married,Mortgage,5,0,North,10000,817.0,0.0817,1.0,390,7,1,102015,0.0080086261824241,60098,7284,211081,210264.0,2,1,54,1,5,0,False,Revolving,13269,24,Debt Consolidation,0.5,None,0,206,9,South,80,0.1240673736165921,42054,0,False,0,Medium,155,850.0,False
21,Employed,3,Finance,High School,Married,Rent,8,1,East,47845,3214.488058273644,0.0671854542433617,0.1110460863204096,352,4,0,66593,0.0482706599533531,14048,7723,155706,152491.51194172635,3,0,53,2,5,0,False,Installment,5313,36,Other,0.0370153621068032,None,0,10,11,West,167,0.262339398228636,0,1,False,8671,Medium,168,825.0,False
48,Self-Employed,9,Education,Others,Single,Rent,33,0,North,58756,10412.0,0.1772074341343862,0.2815542242494384,425,20,0,56391,0.1846393928109095,30170,18979,135620,125208.0,2,1,15,1,6,1,False,Revolving,16543,12,Home Improvement,0.2815542242494384,Real Estate,140649,30,5,West,22,0.2222164236080051,100228,1,False,4673,High,258,850.0,False
35,Self-Employed,15,Other,University,Married,Rent,3,1,South,10000,12828.0,1.0,1.0,300,21,1,65860,0.1947767992711813,11821,3422,96011,83183.0,3,0,21,0,1,0,False,Revolving,23677,48,Home Improvement,0.5,None,0,15,5,North,238,0.1079280220871623,28514,0,False,14717,Medium,267,481.0,False
55,Employed,14,Tech,High School,Married,Own,5,1,East,69777,53.19148434087287,0.0007623068395154,0.2412972756065752,300,17,0,500,0.1063829686817457,12109,2767,216216,216162.80851565916,7,2,40,0,3,1,False,Revolving,16837,36,Business,0.0804324252021917,Real Estate,0,342,10,West,296,0.1707980168259837,114226,1,False,13254,High,291,755.0,False
41,Employed,0,Tech,University,Married,Own,0,0,East,45962,520.0,0.0113136939210652,0.4238066228623645,325,7,0,50150,0.0103688933200398,28906,3821,5621,5101.0,4,2,11,0,2,0,False,Installment,19479,36,Business,0.1412688742874548,None,0,10,13,East,232,0.19564514971443,73518,0,False,10551,Low,144,803.0,False
73,Employed,14,Healthcare,University,Married,Own,18,1,West,113338,1359.0,0.0119906827365931,0.156293564382643,433,11,0,51281,0.026501043271387,24484,540,470073,468714.0,4,2,1,1,2,0,False,Revolving,17714,36,Business,0.0520978547942143,None,0,10,5,West,70,0.2862372661018112,30918,1,False,6999,Medium,130,850.0,False
40,Self-Employed,7,Finance,University,Single,Own,5,1,South,32426,20.0,0.0006167889964843,0.8892246962314192,345,10,0,119024,0.0001680333378142,2978,743,401651,401631.0,3,0,48,1,2,0,False,Revolving,28834,36,Other,0.2964082320771397,None,0,508,10,South,51,0.0390646987094089,138530,0,False,5710,High,153,837.0,False
39,Employed,7,Tech,High School,Single,Rent,0,3,South,10000,3073.933775619067,0.3073933775619067,1.0,300,5,4,2659,1.0,50639,3668,117139,114065.06622438092,6,4,44,0,7,1,False,Mortgage,28095,24,Debt Consolidation,0.5,Real Estate,27844,370,11,West,176,0.13372074656028,88128,1,False,4193,Low,434,575.0,False
19,Employed,0,Tech,University,Married,Rent,3,3,North,10000,6582.0,0.6582,1.0,386,16,3,63514,0.103630695594672,78987,13695,100859,94277.0,1,1,57,1,4,0,False,Revolving,13572,48,Business,0.3393,Real Estate,0,19,5,North,137,0.2644070188931584,75854,1,False,0,Medium,266,713.0,False
48,Unemployed,0,Healthcare,University,Single,Mortgage,0,1,West,19488,210.53863792460655,0.0108035015355401,0.0513136288998357,300,33,1,500,0.4210772758492132,1426,8486,169432,169221.46136207538,7,2,4,2,3,0,False,Revolving,1000,36,Business,0.0171045429666119,Vehicle,116049,30,8,South,257,0.1504590373865847,57768,3,False,15226,High,238,660.0,False
72,Employed,18,Healthcare,University,Single,Rent,4,0,East,91074,17217.0,0.1890440740496738,0.2567582405516393,369,12,1,96504,0.1784071126585426,3070,2507,235669,218452.0,4,1,10,1,4,0,False,Revolving,23384,36,Other,0.0855860801838797,None,0,115,14,West,202,0.078831753547418,127422,0,False,0,High,233,850.0,False
28,Employed,1,Education,University,Married,Rent,1,3,West,72015,167.0,0.0023189613275012,0.0844962854960772,381,4,1,95953,0.0017404354215084,58046,14593,99173,99006.0,2,1,52,2,2,0,False,Installment,6085,36,Business,0.0281654284986924,None,0,46,11,East,192,0.1000734921091943,32777,1,False,2621,Low,75,850.0,False
45,Self-Employed,0,Education,University,Married,Rent,2,2,South,57855,3449.0,0.0596145536254429,0.0172845907873131,407,14,0,80962,0.0426002322077023,16480,5350,174456,171007.0,1,4,45,1,3,0,False,Installment,1000,60,Business,0.0034569181574626,Real Estate,104875,454,8,West,235,0.1120383779460193,0,2,False,1750,Medium,120,850.0,False
63,Self-Employed,2,Education,University,Married,Rent,0,0,East,44290,2732.0,0.0616843531271167,0.3009708737864077,313,11,1,51427,0.0531238454508332,24767,18363,87514,84782.0,5,1,50,0,4,0,False,Installment,13330,12,Debt Consolidation,0.3009708737864077,Real Estate,0,99,5,North,236,0.3027898457453398,16150,1,False,14221,Medium,203,749.0,False
